"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","corporate_time","profit_payments","other_payments","top_income_rate","threshold_top_income_rate","tax_wedge","labor_payments","labor_time","capital_gains_rate","index_capital_gains","dividends_rate","vat_rate","vat_threshold","vat_base","consumption_time","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"FR","FRA","France",2015,37.9962,1,50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,0,0.425,26,1,6,0.55011,15.054145,1.20556750316793,2,80,0.344,"0",0.44001,20,93551.0876400815,0.483017640749106,31,0.5,1.20554793024136,0,0,0,0,0,0,0.95,0.88,1,0.3,0,0.3333,122,0.666666666666667,1
"GB","GBR","United Kingdom",2015,20,1,100,0.758823529411765,0,0.826923076923077,0,0,0,0.185,32,1,6,0.47,4.271088,1.38756816269463,1,48,0.28,"0",0.3055625,20,102850.559900547,0.427416902020421,25,0.5,1.7770177137721,1,0,0,0,1,0,1,1,0,0,0.2,0.2,123,0.666666666666667,0
"GR","GRC","Greece",2015,29,0,5,0.737888702767901,0.479318672008477,0.737888702767901,0.5,0,1,0.08,78,1,6,0.4537,5.272871,1.19559693227704,1,46,0.15,"0",0.1,23,6677.54959454146,0.359776147489019,69,0,0.619133844415122,1,0,0,1,0,1,1,0,1,0.1,0.15,0.2,57,0.333333333333333,1
"HU","HUN","Hungary",2015,19,0,2.5,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,0,0.285,35,2,7,0.345,0,1,2,146,0.16,"0",0.16,27,42328.198651231,0.522674408338248,96,0,0.29737093902133,1,0,0,0,1,1,1,1,0,0,0,0,75,0.666666666666667,0.5
"IE","IRL","Ireland",2015,12.5,1,100,0.787075165170195,0.479318672008477,0.646263719038607,0,0,1,0.245,10,1,7,0.52,0.756265,1.46134403564978,1,40,0.33,"0",0.51,23,78844.2561518391,0.446732914217138,29,0.5,0.495058821022503,1,0,0,1,1,0,0,1,1,0.2,0.2,0.2,68,0,0
"IL","ISR","Israel",2015,26.5,0,100,0.869865253929667,0.547953910556565,0.787075165170195,0.5,0,1,0,110,2,14,0.5,6.0228,1.76965090948087,12,60,0.27,"1",0.32,18,18611.874917961,0.643168703186387,69,0.5,1.25573061224489,1,1,0,1,1,1,0,0,1,0.3,0.265,0.265,53,0.666666666666667,0
"IS","ISL","Iceland",2015,20,0,10,0.86,0.477777777777778,0.812269350072009,0,0,1,0.24,40,1,7,0.443904,1.366742,1.27330859262124,13,60,0.2,"0",0.2,24,7006.49705254991,0.449371523596307,40,0,0.741954559727958,1,0,1,0,1,1,1,1,0,0.18,0.1,0.2,39,0.666666666666667,0
"IT","ITA","Italy",2015,31.29275,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,0,-0.02,39,2,10,0.478431,9.885683,1.2046218896522,1,198,0.26,"0",0.26,22,35990.6737367146,0.371966228788423,32,0,0.518008861050861,0,0,0,1,0,0,0.95,0.95,1,0.26,0.26,0.225,95,0.666666666666667,1
"JP","JPN","Japan",2015,32.11,0,7.2,0.769602272727273,0.278958448750364,0.787075165170195,0.5,0,1,0.1,102,3,13,0.510858,4.486476,1.1482407507713,3,74.5,0.204,"0",0.20315,8,88240.3441644497,0.694471493946579,22,0.5,0.794581820693061,1,0,0,1,0,1,0.95,0,0,0.2042,0.2042,0.2042,62,0.666666666666667,0.5
"KR","KOR","Korea",2015,24.2,0.5,10,0.921720532319392,0.547953910556565,0.737888702767901,1,0,0,0.145,82,1,8,0.43199462,4.267112,1.23195329247691,2,80,0,"1",0.35398,10,26238.6011968703,0.669242863881629,25,0,0.317488445900508,1,0,0,1,0,0,0,0,1,0.22,0.22,0.22,83,0.666666666666667,0.5
"LT","LTU","Lithuania",2015,15,0,70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,1,0.28,28,1,8,0.09,0.243957,1.08037371183869,2,85,0.15,"1",0.15,21,100897,0.495247563296456,58,0.5,0.172497889252244,1,0,1,1,1,1,1,1,1,0.15,0.1,0.1,50,0.333333333333333,0.5
"LU","LUX","Luxembourg",2015,29.22,0,100,0.870869546099498,0.479318672008477,0.869865253929667,1,0,0,-0.01,19,5,6,0.45,2.982644,1.34880284591451,12,14,0,"1",0.2,17,25182.6246203907,1.16594129773046,22,0.5,0.0496705853248441,1,0,0,0,1,1,1,1,0,0.15,0,0,74,0,0.5
"LV","LVA","Latvia",2015,15,0,100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,1,0.28,28,1,5,0.1938,0.113023,1.04331863760545,1,99,0.15,"0",0.1,21,100604,0.491648758644068,66,0.5,0.351988669261544,1,1,0,1,1,1,1,1,1,0,0,0,57,0,0.5
"MX","MEX","Mexico",2015,30,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,1,-0.01,150,1,3,0.35,29.08548,1.25222516647591,2,38.5,0.1,"1",0.17142857,16,0,0.284151078536842,100,0.5,0.0912366602933752,1,0,0,1,1,1,0,0,1,0.1,0.4,0.4,54,1,0.5
"NL","NLD","Netherlands",2015,25,1,9,0.813463195231154,0.338474732816403,0.737888702767901,1,0,0,0.195,22,1,7,0.70962076,1.2394,1.53065191905159,1,64,0.3,"1",0.25,21,1537.1932964077,0.471629156117989,34,0.5,0.395929303094571,0,0,0,1,1,1,1,1,0,0.15,0,0,96,0,0
"NO","NOR","Norway",2015,27,0,100,0.781818181818182,0.373913043478261,0.737888702767901,0,0,1,0.2325,24,1,2,0.472,1.593848,1.28382087786685,1,15,0.27,"0",0.27,25,5181.61744007035,0.568934662633885,44,0.5,0.177702031973477,0,1,0,0,1,1,0.97,0.97,1,0.25,0,0,88,0.666666666666667,1
"NZ","NZL","New Zealand",2015,28,0,100,0.731914893617021,0.307142857142857,0.737888702767901,0.5,0,1,-0.015,34,1,5,0.33,1.27894,1.52863068710885,2,59,0,"1",0.06944444,15,38134.0006652947,0.933812450268339,59,1,1.27893413997417,1,1,1,1,1,1,1,1,0,0.3,0.15,0.15,39,0.333333333333333,0.5
"PL","POL","Poland",2015,19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,1,0,70,1,16,0.38751185,2.261463,1.04118809904881,2,103,0.19,"0",0.19,23,77747.204225308,0.424784026135982,113,0.5,0.947056491095155,1,0,0,0,0,0,1,0,1,0.19,0.2,0.2,84,0.666666666666667,1
"PT","PRT","Portugal",2015,29.5,0,8.4,0.888411247396436,0.547953910556565,0.737888702767901,0.5,0,1,0.36,63,1,6,0.61285,16.224802,1.32780148973084,1,116,0.28,"1",0.28,23,14317.549643698,0.458747463006593,96,0.5,0.34209536262211,1,0,0,0,1,1,1,1,1,0.25,0.25,0.25,63,0.666666666666667,1
"SE","SWE","Sweden",2015,22,1.5,100,0.86,0.479318672008477,0.86,0,0,1,0.05,50,1,4,0.5686,1.508153,1.24159996210409,1,36,0.3,"0",0.3,25,0,0.559744877330602,36,0.5,0.399377429665318,1,1,0,1,1,1,1,1,0,0.3,0,0,80,0.666666666666667,0.5
"SI","SVN","Slovenia",2015,17,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,1,0.17,74,1,8,0.6105,5.307771,1.19780804585969,1,90,0,"1",0.25,22,74142.1047824595,0.601906459423934,69,0,0.230307848626956,1,0,0,0,1,1,0.95,0.475,1,0.15,0.15,0.15,57,0,0.5
"SK","SVK","Slovak Republic",2015,22,0,4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,1,-0.01,42,1,20,0.3505,3.880309,1.12247559781109,1,62,0.22,"0",0,20,86990.532950811,0.462482426412319,103,0.5,0.201914680009992,1,1,1,0,1,1,1,0,1,0,0.19,0.19,66,0,1
"TR","TUR","Turkey",2015,20,0,5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,0,1,0.055,49,1,8,0.358,3.998254,1.16689114988297,1,80,0,"1",0.175,18,0,0.438792781932007,97,0.5,0.117266966061887,1,0,0,1,0,0,1,1,0,0.15,0.1,0.2,80,1,0.5
"US","USA","United States",2015,38.9975,2,20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,1,0.035,87,2.4,4.6,0.486,8.220619,1.24980377805961,3.6,55,0.251,"0",0.28535406,7.3,0,0.354,33,0.5,1.5559681390471,1,0,0,0,1,1,0,0,0,0.3,0.3,0.3,66,0.333333333333333,0.5
