"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules","minimum_tax"
"KR","KOR","Korea",2014,0.242,"0.5",10,0.921720532319392,0.547953910556565,0.737888702767901,1,0,1,0.1525,0,6,0,0,0.43199462,9.142187,1.170320425,1,0,0,0.35398,10,26238.6012,0.658756694,0,0.304618634229138,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,79,0.666666666666667,0.5,0
"LT","LTU","Lithuania",2014,0.15,"0",70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,0,2,0,0,0.15,0.211872,1.065978528,0,0,0.15,0.15,21,101580,0.498426409,0.5,0.194083206402717,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,48,0.333333333333333,0.5,0
"LU","LUX","Luxembourg",2014,0.2922,"0",100,0.873417350634541,0.479318672008477,0.869865253929667,1,0,1,-0.01,0,2,1,0.093,0.45,3.048602,1.379301861,1,0,0,0.2,15,25182.62462,1.030026632,0.5,0.0519675653960096,0,1,1,1,0,0,1,1,0,0.15,0,0,64,0,0.5,0
"LV","LVA","Latvia",2014,0.15,"0",100,0.905263157894737,0.614285714285714,0.869865253929667,0.5,0,0,0,0,0,0,0,0.24,0.104378,1.041862315,0,0,0.15,0.1,21,100402,0.460742549,0.5,0.385493050612391,0,0,1,0,0,0,1,1,1,0,0.05,0.05,53,0,0.5,0
"MX","MEX","Mexico",2014,0.3,"0",10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,0,-0.01,0,0,0,5.848,0.35,3.999949,1.23755685,0,16.51,0.1,0.17142857,16,0,0.284432164,0.5,0.0959301251029516,0,0,1,0,0,0,0,0,0,0.1,0.4,0.4,45,0.666666666666667,0.5,0
"NL","NLD","Netherlands",2014,0.25,"1",9,0.813463195231154,0.338474732816403,0.869865253929667,1,0,1,0.1975,0,1,0,0.136,0.52,1.179464,1.462814085,0,0,0.3,0.22,21,1537.193296,0.515894956,0.5,0.346578646357588,0,1,1,1,0,0,1,1,0,0.15,0,0,97,0,0,0
"NO","NOR","Norway",2014,0.27,"0",100,0.809090909090909,0.373913043478261,0.737888702767901,0,0,0,0.235,0,0,0,0,0.472,1.578054,1.293535793,0,0,0.27,0.27,25,5181.61744,0.569967551,0.5,0.142963973933058,1,0,1,0,0,0,0.97,0.97,1,0.25,0,0,88,0.5,1,0
"NZ","NZL","New Zealand",2014,0.28,"0",100,0.731914893617021,0,0.547953910556565,0.5,0,0,-0.015,0,0,0,3.7,0.33,1.309645,1.516575663,0,0,0,0.06944444,15,38134.00067,0.939536673,0.5,1.23739065364448,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,37,0.333333333333333,0.5,0
"PL","POL","Poland",2014,0.19,"0",2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,0,0,-0.005,0,0,0,0,0.38751185,2.416807,1.047493617,0,0,0.19,0.19,23,77747.20423,0.432135124,0.5,0.827461180651124,0,1,1,0,1,1,1,0,1,0.19,0.2,0.2,83,0,0.5,0
"PT","PRT","Portugal",2014,0.315,"0",8.4,0.888411247396436,0.547953910556565,0.547953910556565,0.5,0,0,0.365,0,4,0,0.385,0.61285,15.929716,1.35837888,0,0,0.28,0.28,23,14317.54964,0.472756762,0.5,0.286643150854973,0,1,1,1,0,0,1,0,1,0.25,0.25,0.25,58,0.666666666666667,1,0
"SE","SWE","Sweden",2014,0.22,"0",100,0.86,0.479318672008477,0.86,0,0,0,-0.01,0,0,0,0,0.5686,1.518355,1.193811915,0,-0.021,0.3,0.3,25,0,0.551259593,0.5,0.363384601777319,0,0,1,1,0,0,1,1,0,0.3,0,0,79,0.666666666666667,0.5,0
"SI","SVN","Slovenia",2014,0.17,"0",50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,0,0.17,0,1,0,0.026,0.6105,5.390324,1.220951443,0,0,0,0.25,22,74142.10478,0.570260813,0,0.218174650134289,0,1,1,0,0,0,0.95,0.475,1,0.15,0.15,0.15,52,0,0.5,0
"SK","SVK","Slovak Republic",2014,0.22,"0",4,0.873879108036537,0.652728119257913,0.869865253929667,0.5,0,0,-0.01,0,3,0,0.79,0.3505,3.855923,1.131586791,0,0,0.22,0,20,86990.53295,0.432697671,0.5,0.214837333476132,0,0,0,1,0,0,1,0,1,0,0.19,0.19,65,0,0,0
"TR","TUR","Turkey",2014,0.2,"0",5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,0,0,0.05,0,0,0,0,0.358,4.283921,1.168380722,0,0,0,0.175,18,0,0.404290335,0.5,0.103781824736701,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,79,0.666666666666667,0.5,0
"US","USA","United States",2014,0.390755,"2",20,0.93846273303009,0.34958311169213,0.632751338890881,1,0,0,0.055,0,1,0,0,0.486,8.305387,1.251795367,0,0,0.2858,0.28583863,7.2,0,0.34030434,0.5,1.57727334999075,0,1,1,1,0,0,0,0,0,0.3,0.3,0.3,66,0.333333333333333,0.5,0
